review_id,image_file,caption,object_correct,non_informative,hallucination,reviewer_notes,open_image
dc188658dc35b17c,data/images/5d4bdf69cf0b3a0f3f337997.jpg,the main household object in this image is a basket of beer bottles,,,,,Open image
cfa344c5c71b5f0e,data/images/5d4bf296cf0b3a0f3f35885a.jpg,the main household object in this image is a rack of shoes,,,,,Open image
6f193c18d6a5e700,data/images/5d4be53dcf0b3a0f3f341904.JPG,a kitchen with a white ceiling and a window,,,,,Open image
ce24514258e37e85,data/images/5d4bee51cf0b3a0f3f3512b8.jpg,the main household object in this image is a pile of dirt,,,,,Open image
42b625991a934b7c,data/images/5d4bf260cf0b3a0f3f3582cc.jpg,the main household object in this image is a bottle of water,,,,,Open image
7b63221281cf0ebb,data/images/5d4bebfdcf0b3a0f3f34d421.jpg,the main household object in this image is a ceiling light,,,,,Open image
ffbee4e8956096e6,data/images/5d4be092cf0b3a0f3f3397a5.JPG,the main household object in this image is a pair of adidas ' s shoes,,,,,Open image
1f91a01c278c32bb,data/images/5d4be3ffcf0b3a0f3f33f4fa.jpg,the main household object in this image is a picture of a woman,,,,,Open image
982f21ea03c0094b,data/images/5d4be02fcf0b3a0f3f338c7c.JPG,the main household object in this image is a white wall,,,,,Open image
afb6afbe5e247208,data/images/5d4be404cf0b3a0f3f33f59c.JPG,the main household object in this image is a house,,,,,Open image
93d3d5f003293392,data/images/5ec4f831f0611d7ddd740cab.JPG,a white light switch on a wall,,,,,Open image
8d3d6f75ccf12235,data/images/5d4bf377cf0b3a0f3f35a144.jpg,the main household object in this image is a metal curtain,,,,,Open image
c7a379eaa6f90318,data/images/5ec4f60af4a4fb7dc0387c46.JPG,how to install a light switch,,,,,Open image
5e29fc324d7a7aef,data/images/5d4bdfefcf0b3a0f3f33871e.jpg,a white bag with a black handle,,,,,Open image
94a5b7e9581f9752,data/images/5ec4fa3cf0611d7ddd741e2c.JPG,a purple trash can sitting on a tiled floor,,,,,Open image
00ac34b9ae62e017,data/images/5d4be22ecf0b3a0f3f33c475.JPG,the main household object in this image is a stove,,,,,Open image
dc79d13f0c83f4de,data/images/5ec4f97ef0611d7ddd7417d1.jpg,a pink wall with a small hole in it,,,,,Open image
514b680934ba77f9,data/images/5d4be42ccf0b3a0f3f33fa48.JPG,the main household object in this image is a toothbrush,,,,,Open image
cd5060b7a7886514,data/images/5d4be977cf0b3a0f3f348ac0.jpg,the main household object in this image is a light switch,,,,,Open image
3fb4fa3adf224d71,data/images/5d4be8dccf0b3a0f3f3478b6.jpg,a blue trash bag,,,,,Open image
c0bcf7f27283f4b9,data/images/5f8dfa6069531c2f81fdef7f.jpg,a white toilet sitting in a dark room,,,,,Open image
bc9950fa03dcfab6,data/images/5ec4f834f0611d7ddd740cc3.JPG,a lamp on a table next to a computer,,,,,Open image
22c17763d990e171,data/images/5d4be78acf0b3a0f3f345a14.jpg,a pair of red shoes on the ground,,,,,Open image
09e14bc649601e7d,data/images/5d4bef87cf0b3a0f3f3536b6.jpg,a green trash can with a plastic container,,,,,Open image
9870abd4ec664d02,data/images/5ec4fb80f0611d7ddd7428aa.jpg,the main household object in this image is a pair of crocy sandals,,,,,Open image
956a8b1bd73c8ec2,data/images/5ec4f81af0611d7ddd740be2.jpg,a person is holding a white electrical device,,,,,Open image
94378a61cb793490,data/images/5d4be0dccf0b3a0f3f33a033.JPG,the main household object in this image is a pair of shoes,,,,,Open image
9c9041b992bbed4c,data/images/5d4be53dcf0b3a0f3f341904.JPG,the main household object in this image is a ceiling,,,,,Open image
829beb26633aa0c5,data/images/5d4be752cf0b3a0f3f3453ca.jpg,the main household object in this image is a water well,,,,,Open image
26a80e369ec646dc,data/images/5d4bf2b2cf0b3a0f3f358bb0.jpg,the main household object in this image is a large pan,,,,,Open image
7d4ede7edfc39ad6,data/images/5d4beab2cf0b3a0f3f34aea4.jpg,the main household object in this image is a switch box,,,,,Open image
2d07a05aecd44b68,data/images/5d4bef59cf0b3a0f3f353156.jpg,the main household object in this image is a frying pan,,,,,Open image
0c875d43c7d00d87,data/images/5d4be048cf0b3a0f3f338f18.jpg,a white stove with a kettle on top,,,,,Open image
e26b53839fdb7c24,data/images/5d4bed80cf0b3a0f3f34fbb2.jpg,the main household object in this image is a white light switch,,,,,Open image
098dbbd9661bd3dc,data/images/5ec4fb81f0611d7ddd7428b0.jpg,the main household object in this image is a toilet,,,,,Open image
cd5c7b61d13b7a56,data/images/5d4be0abcf0b3a0f3f339a79.jpg,a ceiling fan in a room with a yellow wall,,,,,Open image
c6c21e8a0864b1fd,data/images/5ec4fa7bf0611d7ddd74200b.jpg,a stove and oven in a kitchen with a lot of dirty stuff,,,,,Open image
795e4f8cd52d8129,data/images/5d4be1c8cf0b3a0f3f33b9cf.JPG,a pile of trash sitting in the grass,,,,,Open image
59b6f1b31c70e776,data/images/5d4bee22cf0b3a0f3f350e6a.jpg,the main household object in this image is a broken oven,,,,,Open image
57724be783205fbd,data/images/5d4bed15cf0b3a0f3f34ef8a.jpg,a pair of yellow shoes on the ground,,,,,Open image
c49e8efcf828de35,data/images/5ec4f90ef0611d7ddd741415.jpg,the main household object in this image is a lamp,,,,,Open image
0739e57660ceccce,data/images/5ec4f989f0611d7ddd74182b.jpg,the main household object in this image is a light switch,,,,,Open image
2a07a2fa2f52e531,data/images/5d4bde4dcf0b3a0f3f335e21.jpg,a pot of water is on the stove,,,,,Open image
5a0b8139596c0aa6,data/images/5ec4f86df0611d7ddd740eb5.jpg,the main household object in this image is a toilet,,,,,Open image
ddaf763c89dda1eb,data/images/5d4be42ccf0b3a0f3f33fa48.JPG,a person holding a cell phone in their hand,,,,,Open image
2cc3372510610e33,data/images/5ec4f97ef0611d7ddd7417d1.jpg,the main household object in this image is a door handle,,,,,Open image
1a9f886a15cbe2aa,data/images/5ec4fb75f0611d7ddd74284a.jpg,the main household object in this image is a pair of crocy crocy crocy crocy crocy crocy crocy crocy crocy,,,,,Open image
2a6ea88fb66276b7,data/images/5d4befa8cf0b3a0f3f353974.jpg,a stove with a rack of cooking uts in it,,,,,Open image
ed1d4086a9640e47,data/images/5d4bee44cf0b3a0f3f351150.jpg,a pair of blue shoes sitting on the floor,,,,,Open image
e1de5e6e7aa4afeb,data/images/5d4be0e9cf0b3a0f3f33a1a1.jpg,a group of shoes sitting on the floor,,,,,Open image
5e2acab5bc976729,data/images/5d4be092cf0b3a0f3f3397a5.JPG,a pair of white sneakers on a wooden floor,,,,,Open image
b1d3cbb255ae9d90,data/images/5d4bebfdcf0b3a0f3f34d421.jpg,a kitchen with two lights on the ceiling,,,,,Open image
c365b8f2f5a0e8b4,data/images/5ec4f86df0611d7ddd740eb2.jpg,the main household object in this image is a roof,,,,,Open image
b7cd42790def53d0,data/images/5fa329ada4fd6103df5dff73.jpeg,a ceiling with a hole in it,,,,,Open image
216c75837da29065,data/images/5d4be1bbcf0b3a0f3f33b8c9.jpg,a woman is standing in front of a stove,,,,,Open image
c3a19a5bcdded8fb,data/images/5d4bde4dcf0b3a0f3f335e21.jpg,the main household object in this image is a pot on the stove,,,,,Open image
ee1aa67fb7bcf3aa,data/images/5d4bef5fcf0b3a0f3f353214.jpg,the main household object in this image is a pair of black and green sandals,,,,,Open image
f5f9ab9428b55cd1,data/images/5d4be7b3cf0b3a0f3f345ec4.jpg,a black pot sitting on top of a cement,,,,,Open image
7509bdc348bd7664,data/images/5ec4fb83f0611d7ddd7428c0.jpg,a black trash bag sitting on the floor,,,,,Open image
b1ff854e3875604d,data/images/5d4bf0bfcf0b3a0f3f355712.jpg,a house with a tar tar covering it,,,,,Open image
ac52aa77940917af,data/images/5d4be0fecf0b3a0f3f33a415.jpeg,the main household object in this image is the gas stove,,,,,Open image
94418404c1a775b0,data/images/5ec4f948f0611d7ddd741601.JPG,a black stove,,,,,Open image
d8ba05ef691208df,data/images/5d4bf271cf0b3a0f3f3583da.jpg,the main household object in this image is a ceiling,,,,,Open image
f44bc0bf5543a2bb,data/images/5d4bdefccf0b3a0f3f336ec5.jpg,a roof with a roof venter,,,,,Open image
77561b7da08706ea,data/images/5ec4f5caf4a4fb7dc0387a0c.jpg,the main household object in this image is a stove,,,,,Open image
2905623d479b2539,data/images/5d4bef4dcf0b3a0f3f352ff2.jpg,the main household object in this image is a shelf of shoes,,,,,Open image
a7a893f8f7e73c22,data/images/5d4be103cf0b3a0f3f33a4af.jpg,a ceiling with a clock on it,,,,,Open image
317c5c1f2aea7936,data/images/5ec4f834f0611d7ddd740cc3.JPG,the main household object in this image is a lamp,,,,,Open image
973d697ae9acfce9,data/images/5d4bdfefcf0b3a0f3f33871e.jpg,the main household object in this image is a trash bag,,,,,Open image
cd3f7f1d28f86e0f,data/images/5ec4fa5ff0611d7ddd741f24.jpg,the main household object in this image is a white light switch,,,,,Open image
01ef2ddb27c7dd26,data/images/5d4bef60cf0b3a0f3f353222.jpg,a white light switch on a wall,,,,,Open image
75ed0e102c48ffaf,data/images/5d4be0abcf0b3a0f3f339a79.jpg,the main household object in this image is a ceiling fan,,,,,Open image
78d76989523505e3,data/images/5d4bef4dcf0b3a0f3f352ff2.jpg,a shelf with a bunch of shoes on it,,,,,Open image
ec82d56c4ccb8add,data/images/5ec4fba1f0611d7ddd7429bc.jpg,a kitchen with a ceiling that has been painted,,,,,Open image
7f7249f17f8b94d3,data/images/5d4be103cf0b3a0f3f33a4af.jpg,the main household object in this image is a dont,,,,,Open image
4ea58714bec2b31f,data/images/5d4be76ecf0b3a0f3f3456d4.jpg,the main household object in this image is a bag of garbage,,,,,Open image
121828b3322bb1cd,data/images/5d4bf05ccf0b3a0f3f354caa.jpg,a wooden ceiling with a metal pole and a string,,,,,Open image
4f6ab4187633216f,data/images/5d4bef89cf0b3a0f3f3536f2.jpg,the main household object in this image is a light switch,,,,,Open image
febfab15e7d5be97,data/images/5d4beee5cf0b3a0f3f3523d2.jpg,the main household object in this image is garbage,,,,,Open image
9a7e9369d3fde64b,data/images/5d4bf185cf0b3a0f3f356a5e.jpg,the main household object in this image is a switch box,,,,,Open image
def4f30f682c8a4f,data/images/5d4bef4dcf0b3a0f3f352fe2.jpg,the main household object in this image is a gas stove,,,,,Open image
7c3770fbb51f0b4a,data/images/5d4be09ccf0b3a0f3f3398bb.JPG,a pair of black flip flops on a towel,,,,,Open image
ca98ffe3ac2069be,data/images/5d4bed80cf0b3a0f3f34fbb2.jpg,a light switch in a white wall,,,,,Open image
a68bb905e12fbe9f,data/images/5d4be404cf0b3a0f3f33f59c.JPG,a clear blue sky,,,,,Open image
1c5bc16f8a5acd7e,data/images/5d4bf185cf0b3a0f3f356a5e.jpg,a white wall,,,,,Open image
ab65cfca9fb41e18,data/images/5d4bf27dcf0b3a0f3f358554.jpg,a pile of garbage in a wooden box,,,,,Open image
1c8c4a67a071abe4,data/images/5d4bdfc3cf0b3a0f3f33824f.jpg,a person wearing blue shoes and jeans,,,,,Open image
5b94404c3fb6c764,data/images/5d4bf191cf0b3a0f3f356bb4.jpg,a dog standing on a dirt road next to a pile of garbage,,,,,Open image
3c87c03592947b96,data/images/5d4bdfa0cf0b3a0f3f337f53.jpg,a person is standing in a room with a light,,,,,Open image
fe6efc5e797e6f26,data/images/5d4be631cf0b3a0f3f343397.JPG,the main household object in this image is a light bulb,,,,,Open image
669d85adeeb9703f,data/images/5ec4fb67f0611d7ddd7427d0.jpg,a bunch of shoes,,,,,Open image
470e73bc0b71ba17,data/images/5ec4fb73f0611d7ddd742836.jpg,the main household object in this image is a microwave,,,,,Open image
486a13b8c40244db,data/images/5d4beff5cf0b3a0f3f354210.jpg,a pile of rocks and sticks on the ground,,,,,Open image
e00316bb64801c72,data/images/5d4bf27dcf0b3a0f3f358554.jpg,the main household object in this image is a wooden box with a bunch of flowers inside,,,,,Open image
b9868a5ef5ad7813,data/images/5d4bee22cf0b3a0f3f350e6a.jpg,a pile of trash on a dirt road,,,,,Open image
144d747196d6ca19,data/images/5d4be0becf0b3a0f3f339caf.jpg,a trash can be seen in the picture,,,,,Open image
3f8eed89e23056d1,data/images/5d4bed15cf0b3a0f3f34ef8a.jpg,the main household object in this image is a pair of yellow shoes,,,,,Open image
7b5f865d89ecde47,data/images/5d4becefcf0b3a0f3f34eb88.jpg,a plane flying through a cloudy sky,,,,,Open image
44e4561487037ff4,data/images/5d4be0ddcf0b3a0f3f33a03d.JPG,a stove with a pot on top of it,,,,,Open image
7147c0a744203888,data/images/5ec4fb83f0611d7ddd7428c0.jpg,the main household object in this image is a trash bag,,,,,Open image
338be5e52e492b8e,data/images/5d4bec7acf0b3a0f3f34dfca.jpg,the main household object in this image is a switch box,,,,,Open image
344bfd7a23c2bc3d,data/images/5ec4fb73f0611d7ddd742836.jpg,a microwave sitting on a table with a green and white cover,,,,,Open image
06deaa50bb36a4a8,data/images/5d4be0e9cf0b3a0f3f33a1a1.jpg,the main household object in this image is the sandals,,,,,Open image
07b0bc3f9ff9c317,data/images/5d4be631cf0b3a0f3f343397.JPG,a light that is on a wall,,,,,Open image
7d2fc8d499ddaba9,data/images/5d4be034cf0b3a0f3f338d08.JPG,a white light switch on a wall,,,,,Open image
0c29d96cb572056e,data/images/5d4be09ccf0b3a0f3f3398bb.JPG,the main household object in this image is a pair of flip flops,,,,,Open image
c3176aa8a08c3055,data/images/5ec4fa8ff0611d7ddd7420b5.jpg,the main household object in this image is a bird cage,,,,,Open image
1910673ffeb1c440,data/images/5d4be2ffcf0b3a0f3f33d901.jpg,the main household object in this image is a switch box,,,,,Open image
ae8a6e07e5d19f84,data/images/5d4bdf05cf0b3a0f3f336fb3.JPG,the main household object in this image is a light bulb,,,,,Open image
b36f2bb489a6ec75,data/images/5d4be034cf0b3a0f3f338d08.JPG,the main household object in this image is a white wall switch,,,,,Open image
cc2eea62a6b55d7c,data/images/5d4be15bcf0b3a0f3f33aee7.JPG,a stove and a stove top in a kitchen,,,,,Open image
09c1654535ebc192,data/images/5d4befa8cf0b3a0f3f353974.jpg,the main household object in this image is a stove,,,,,Open image
b1a18f34eff5675b,data/images/5d4be106cf0b3a0f3f33a4fb.JPG,the main household object in this image is a gas stove,,,,,Open image
bc3f23f87975c051,data/images/5ec4f60af4a4fb7dc0387c46.JPG,the main household object in this image is a wall light switch,,,,,Open image
48410c1dd58323dd,data/images/5d4bf3a8cf0b3a0f3f35a67c.jpg,the main household object in this image is a large piece of wood,,,,,Open image
a536aa59e17d9b7c,data/images/5d4bed05cf0b3a0f3f34edce.jpg,a stove sitting on a table with a pot on it,,,,,Open image
5636c72501c001e9,data/images/5d4bf2d6cf0b3a0f3f358fea.jpg,the main household object in this image is a pair of shoes,,,,,Open image
03a25e9f58209704,data/images/5d4be672cf0b3a0f3f343b09.jpg,a pair of white sneakers on a tiled floor,,,,,Open image
1012b38e3f64ccdc,data/images/5d4beacdcf0b3a0f3f34b1d8.jpg,a room with clothes hanging on a line,,,,,Open image
dbbda4300520494a,data/images/5ec4f9e2f0611d7ddd741b33.JPG,a light that is on the ceiling,,,,,Open image
8f6f71b7dd94fafa,data/images/5d4be956cf0b3a0f3f3486e4.jpg,a pile of garbage on the side of a road,,,,,Open image
706cca6a1a78341f,data/images/5d4becb3cf0b3a0f3f34e59a.jpg,a pair of pink flip flops on a dirt covered ground,,,,,Open image
8b6025494e0e7934,data/images/5ec4fb68f0611d7ddd7427d4.jpg,a white light switch on a wall,,,,,Open image
c2d29a9497f84054,data/images/5d4bf08acf0b3a0f3f355178.jpg,the main household object in this image is a pair of flip flops,,,,,Open image
35363d427e13efd0,data/images/5d4bf349cf0b3a0f3f359cee.jpg,a small blue toy is in the dirt,,,,,Open image
d84188c9ff201b03,data/images/5d4bf296cf0b3a0f3f35885a.jpg,a rack of shoes,,,,,Open image
912bc6ea1917cdd6,data/images/5d4bf168cf0b3a0f3f356784.jpg,a white wall outlet with a black cord,,,,,Open image
dae5d0a9c58529c9,data/images/5d4bf131cf0b3a0f3f356206.jpg,the main household object in this image is a roof,,,,,Open image
2f5ee8a24407a477,data/images/5d4be136cf0b3a0f3f33aa95.jpg,a ceiling fan and a ceiling fan in a room,,,,,Open image
4ed2594345777de0,data/images/5d4bef5dcf0b3a0f3f3531c6.jpg,a cross on a wooden cross,,,,,Open image
c033c874d527dd50,data/images/5d4be014cf0b3a0f3f338aa4.JPG,the main household object in this image is a switch,,,,,Open image
8672789081878ea5,data/images/5d4bef60cf0b3a0f3f353222.jpg,the main household object in this image is a white switch,,,,,Open image
6b6f81003ee71e76,data/images/5d4becffcf0b3a0f3f34ed6c.jpg,a green basket filled with ice and a bottle of water,,,,,Open image
64b4328e3de52c38,data/images/5d4be1c8cf0b3a0f3f33b9cf.JPG,the main household object in this image is a pile of garbage,,,,,Open image
0d2f07fb59226545,data/images/5d4be134cf0b3a0f3f33aa59.jpg,the main household object in this image is a basket of food,,,,,Open image
877285ea5b4cac87,data/images/5d4bde4dcf0b3a0f3f335e25.jpg,the main household object in this image is a light,,,,,Open image
034f26ae4e350851,data/images/5d4be0b0cf0b3a0f3f339b0b.jpg,a room with a refrigerator and a sink,,,,,Open image
3a3117d3921e195e,data/images/5d4befa5cf0b3a0f3f353924.jpg,a trash can be seen in the corner of a door,,,,,Open image
a66e16f6fef9ff39,data/images/5d4bef87cf0b3a0f3f3536b6.jpg,the main household object in this image is a plastic container with a plastic ball inside,,,,,Open image
d3a78b47f95b69a5,data/images/5ec4fb02f0611d7ddd742487.jpg,the main household object in this image is a gas stove,,,,,Open image
467fd6f1aa2c8f05,data/images/5ec4f90ef0611d7ddd741415.jpg,a lamp on a nightstand next to a bed,,,,,Open image
da8e56098e0a4d6f,data/images/5d4bf349cf0b3a0f3f359cee.jpg,the main household object in this image is a blue plastic cup,,,,,Open image
4af5778c46ea30bd,data/images/5fa329ada4fd6103df5dff73.jpeg,the main household object in this image is a broken ceiling,,,,,Open image
28cd3828db12d420,data/images/5ec4f9f2f0611d7ddd741bae.JPG,a large tunnel with a long metal tube,,,,,Open image
136e36648b589b82,data/images/5d4be3ffcf0b3a0f3f33f4fa.jpg,a picture of a woman hanging on a wall,,,,,Open image
061db7ee42bc2123,data/images/5ec4f948f0611d7ddd741601.JPG,the main household object in this image is a gas stove,,,,,Open image
5e282a9a24000573,data/images/5fa325b3a4fd6154365dfcd4.jpeg,a white light switch and a white light switch,,,,,Open image
9ad7bd1a5bd9ce2e,data/images/5ec4fba1f0611d7ddd7429bc.jpg,the main household object in this image is a ceiling,,,,,Open image
f373913fcd41d6eb,data/images/5f8c634fe894f07b8477dfbe.jpg,a white electrical outlet with a white light,,,,,Open image
04f5f4721da7583c,data/images/5d4be0ddcf0b3a0f3f33a03d.JPG,the main household object in this image is a stove,,,,,Open image
dd47348572965b1a,data/images/5d4bf260cf0b3a0f3f3582cc.jpg,a bottle of beer is being held up,,,,,Open image
549fb091a1b4a064,data/images/5d4bf191cf0b3a0f3f356bb4.jpg,the main household object in this image is a dog,,,,,Open image
8845a53a5c6ac320,data/images/5d4befa5cf0b3a0f3f353924.jpg,the main household object in this image is a trash can,,,,,Open image
e243cbcca236a156,data/images/5edfe79012a022abbc87ea5a.jpg,the main household object in this image is a broom,,,,,Open image
ca466f1dbc74f288,data/images/5d4be798cf0b3a0f3f345bb4.jpg,the main household object in this image is a wooden box,,,,,Open image
94cd8c804c65295e,data/images/5edfe79012a022abbc87ea5a.jpg,a woman is cleaning a room with a broom,,,,,Open image
e0b502d881c4d431,data/images/5d4bf131cf0b3a0f3f356206.jpg,a roof with a broken tile on it,,,,,Open image
3cc4034c478bcd67,data/images/5d4be798cf0b3a0f3f345bb4.jpg,a pile of wood,,,,,Open image
877a60eef78ccba9,data/images/5d4bf0b4cf0b3a0f3f3555cc.jpg,a red stove on the ground,,,,,Open image
961952dc2ab269d6,data/images/5ec4f9f2f0611d7ddd741bae.JPG,the main household object in this image is a large tube,,,,,Open image
d69860036ab1660f,data/images/5ec4f86df0611d7ddd740eb2.jpg,a roof with a broken roof and a broken roof,,,,,Open image
021fa48fa814840f,data/images/5d4bea54cf0b3a0f3f34a3ac.jpg,the main household object in this image is a wooden pole,,,,,Open image
045bc3d08acab64b,data/images/5d4beff5cf0b3a0f3f354210.jpg,the main household object in this image is a fire pit,,,,,Open image
3f2d5c5ce0f74904,data/images/5d4bdf9ecf0b3a0f3f337f0b.JPG,the main household object in this image is a pair of shoes,,,,,Open image
ac849a9834b0909c,data/images/5d4bde4dcf0b3a0f3f335e25.jpg,a light that is on above a sink,,,,,Open image
f109940fc80689f3,data/images/5d4be956cf0b3a0f3f3486e4.jpg,the main household object in this image is a dump,,,,,Open image
3d2c294b6d37b25a,data/images/5d4be2ffcf0b3a0f3f33d901.jpg,a white light switch,,,,,Open image
5aaf26c6f3327dcc,data/images/5d4be048cf0b3a0f3f338f18.jpg,the main household object in this image is a kettle and a kettle on the stove,,,,,Open image
a8915041de0974b0,data/images/5d4bf377cf0b3a0f3f35a144.jpg,a close up of a metal curtain with rust,,,,,Open image
ee37d5d8ab19b2df,data/images/5ec4fb02f0611d7ddd742487.jpg,a stove with a pot on top of it,,,,,Open image
a000989306273eed,data/images/5d4bea54cf0b3a0f3f34a3ac.jpg,a wall with a wooden beam in it,,,,,Open image
498b32916eadfd86,data/images/5ec4fad3f0611d7ddd7422fa.jpg,a man standing on a dirt covered ground,,,,,Open image
b38a7aa18c06203f,data/images/5ec4f91cf0611d7ddd74148c.jpg,the main household object in this image is a lamp,,,,,Open image
8f42ed0c718e0dfa,data/images/5d4bf3e7cf0b3a0f3f35abe2.jpg,a pile of trash on the side of a road,,,,,Open image
38f2a7fdf275f2f2,data/images/5d4be014cf0b3a0f3f338aa4.JPG,a white light switch and a white wall,,,,,Open image
7bf2d77e1372dbab,data/images/5d4bf2fbcf0b3a0f3f359462.jpg,a cat is sitting on a red floor,,,,,Open image
393183e3caf2d822,data/images/5d4bdf79cf0b3a0f3f337b57.jpg,a plastic bag filled with food and a bag of chips,,,,,Open image
ef7ef50091d093ca,data/images/5d4be196cf0b3a0f3f33b4c3.jpg,the main household object in this image is a shower head,,,,,Open image
8a71aaa81e1c6cd4,data/images/5d4be1cbcf0b3a0f3f33ba21.JPG,a small red can sitting on a ledge,,,,,Open image
2ab1a6e2955af7bf,data/images/5d4bdfb1cf0b3a0f3f33809d.jpg,the main household object in this image is a lamp,,,,,Open image
43d84397d8efe842,data/images/5d4be657cf0b3a0f3f3437e9.JPG,a light that is on the ceiling in a room,,,,,Open image
124d8df2a2ccb4b5,data/images/5d4be6b3cf0b3a0f3f344270.JPG,the main household object in this image is a shoe rack,,,,,Open image
e3ba39a9979eb5b3,data/images/5ec4fa89f0611d7ddd742087.jpg,the main household object in this image is a television,,,,,Open image
96e06802abff940d,data/images/5d4be09bcf0b3a0f3f3398ab.JPG,the main household object in this image is a light,,,,,Open image
9a3fdf7bcb4653fd,data/images/5d4bf08acf0b3a0f3f355178.jpg,a pair of dirty shoes on the ground,,,,,Open image
6b2df531511a2dbb,data/images/5d4be76ecf0b3a0f3f3456e8.jpg,the main household object in this image is a pan and a bowl,,,,,Open image
949d8d9de32154a4,data/images/5d4be1bbcf0b3a0f3f33b8c9.jpg,the main household object in this image is a stove,,,,,Open image
fd4c26115d59a6e6,data/images/5d4bf05ccf0b3a0f3f354caa.jpg,the main household object in this image is a wooden ceiling,,,,,Open image
24207598b5ebac16,data/images/5d4bf2c2cf0b3a0f3f358d9c.jpg,a pair of red and white shoes on the ground,,,,,Open image
a8dfd59f795ea04b,data/images/5d4be0b0cf0b3a0f3f339b0b.jpg,the main household object in this image is a refrigerator,,,,,Open image
ae85a0433e7a28a6,data/images/5d4bdf9ecf0b3a0f3f337f0b.JPG,a pair of shoes on the ground,,,,,Open image
b0c6ac2e45b17aa1,data/images/5ec4fa3cf0611d7ddd741e2c.JPG,the main household object in this image is a purple trash can,,,,,Open image
56e738265a847140,data/images/5ec4f9e1f0611d7ddd741b27.JPG,a bag of garbage sitting in front of a green wall,,,,,Open image
ec8e3e42b8afa36b,data/images/5d4bf40ecf0b3a0f3f35afd2.jpg,the main household object in this image is a toilet,,,,,Open image
0a7d14f8653f62dc,data/images/5ec4fb81f0611d7ddd7428b0.jpg,a white ceiling with a light on it,,,,,Open image
faad47a731028839,data/images/5ec4fb80f0611d7ddd7428aa.jpg,a pair of white sandals on a wooden floor,,,,,Open image
6e57aa27a3fd944f,data/images/5d4bdf81cf0b3a0f3f337c37.jpg,the main household object in this image is a pair of shoes,,,,,Open image
501cb32d82294ff2,data/images/5d4beeb5cf0b3a0f3f351e3c.jpg,the main household object in this image is a green plastic container,,,,,Open image
ebca5f253e923e0d,data/images/5ec4f831f0611d7ddd740cab.JPG,the main household object in this image is a light switch,,,,,Open image
2759dccdff0b2316,data/images/5d4bdf79cf0b3a0f3f337b57.jpg,the main household object in this image is a plastic bag,,,,,Open image
89e279f9ee766994,data/images/5d4be672cf0b3a0f3f343b19.jpg,a light that is on the ceiling,,,,,Open image
0e1d9bfd6ee4517a,data/images/5ec4f989f0611d7ddd74182b.jpg,a light switch on the wall in a room,,,,,Open image
